text,label
"Zachary and Leah are making plans to meet up tonight at 9. They decide to meet at Zachary's place, and Leah brings a bottle of wine. They both seem excited for their date.",1
"Leroy offers to help Emmy with her desktop computer that keeps freezing. Leroy suggests deleting temp files and defragmenting drives, and offers to do it remotely using TeamViewer. Emmy downloads and install",1
"Ethan is going to the cinema with Dana at 1pm and then they are going to a restaurant. Ethan is not sure if he can call it a date, but Dan finds it funny and they continue to joke about it.",1
"Bert is on keto diet. Roman wants to try it. Bert eats a lot of fat, but no carbohydrates. Tonight Bert will meet Roman at the gym on Sycamore street to talk about the diet.",0
He looks like Johnny Depp.,0
"Patty and Ann are discussing Jeff's condition after the previous night, and they express concern as Jeff is still vomiting.",1
Adam is looking at airbnb to book NYC. Tom wants to make sure the basics are included. Adam booked one near the Central Park for 38 per night.,0
Millie is coming home from work around 6 pm. Ava will be waiting for her because she has lost her keys.,0
"Riley suggests Jocelyn to dye her hair and proposes a hairstyle, but Jocelyn is not sure yet and brings the photo to the hairdresser for consideration.",1
"Emily and Lorelai argue over a secret that Emily kept from Lorelai, with Lorelai feeling hurt and betrayed and Emily feeling like her boundaries were respected.",1
"Patricia, Eugenie, and Alicia are discussing the Royal Wedding, with Patricia expressing her love for Harry and Eugenie gushing over Meghan and Harry as a couple. Patricia also comments on",1
The group decides to have a movie night at Lisa's place instead of going to the cinema for Valentine's Day. They will watch Bridget Jones again.,1
"Richelle needs advice about studying in Scotland. Sheryl finds that the beginnings can be difficult because of English and that everyone is shy, believe in stereotypes, but later more open minded. Sheryl also mentions that the cost of living in Scotland is higher.",0
"Kim urgently requests her pink sweater from Bonnie, who initially hesitates to give it up, but eventually complies.",1
Dylan and Tyler will go to a pub and watch a football match tomorrow.,0
Jim informs Eva that he won't be able to come to Poland for Christmas and that his kids will fly with Aga's parents. Eva expresses concern about Jim being alone for Christmas but Jim assures her that he will probably see,1
"Kate wants to go to the seminar, but Ralph convinces her it is going to be very boring. Kate and Ralph are going for drinks instead. They are meeting in 30 minutes at the bar.",0
"Megan invites John and Bob for cycling, but they are busy today and suggest cycling tomorrow at 5 pm. John mentions that he is going to the dentist and Bob says he is also going to the same dentist.",1
Sally is having trouble with Waze draining her phone's battery too quickly and is considering switching to Google Maps.,1
"Debra, Lois and Miranda are looking for an apartment to rent together. Debra found one apartment, with the electricity bill in the amount of $100/month and $500 deposit. She booked a tour of the apartment for Thursday 6 PM. She also found some more offers. ",0
"Arlo requests Lexi to send a note to production to connect him with Ken, stating that it's not urgent.",1
"Tero's game launch was ""ok"" but has now broken even and is expected to start making money. Marcin thinks it was a great launch considering Blizzard's recent difficulties. Alleatha bought the game and found it",1
Dana will join Marge at the cat shelter this Friday. Marge wants to adopt Max.,0
Laura is going to Wal-Mart. Eric wants to start planning their holiday. Eric feels nothing he does means anything. Laura won't talk to Eric when he's like that.,0
"Patty lost her phone and Miles helped her block it, they both expressed their disappointment and Miles wished her a happy Christmas and New Year.",1
"Frank invites Maddy and Alice to play FIFA with him, but Maddy declines, and Alice accepts the invitation.",1
"Diane is disappointed because a small PR agency chose someone else for a project, despite Jane and Chris's suggestion to give them more time.",1
Radha wants to know when Silvia and Sarath will join her in breakfast. Silvia's coming now and Sarath'll join them in 20 minutes.,0
Tracy is talking to Bob and Dominic about their arrival at the bus station. They are on the bus and will be arriving at the station in approximately 15 to 20 minutes.,1
"Susannah will come this evening and stay with Liz from 7 to 11pm, while Eva is with James.",0
"Eli and Char are discussing their dislike for a class they have to take together, with Eli expressing more frustration because he has to sit next to the person he dislikes in every class.",1
"George lets Kayla know what Kayle will be back probably on the 13th. George doesn't miss him as Kayle is a tough roommate, yet still he's better than Ava. ",0
"Shawn, Misty, Dan, Alex and Olivia will make a pizza. Misty will buy the ingredients. Alex and Olivia do not like takeaway pizza.",0
"Melania invited Melissa and Jenny to go shopping with her this afternoon, and they both accepted.",1
Natasha and Jim are working on the tasks for Apple.,0
"Monica asks Charles if he wants her to buy ice-cream, but Charles says he'd have some but it's not necessary. Monica reveals that she's full and suggests tea and exercises instead. Charles suggests something else to",1
Chandler will try to write a one-shot only if Brittany sends him a new chapter of her fic. She agrees. Chandler likes her work a lot. She sometimes thinks about writing her own book. The main character would be an unlikely hero.,0
Ava and Noah are discussing their upcoming projects and are glad to have an extra week for research. They have not decided on their project topics yet.,1
"Nichola and Gertie are discussing a fun disco party that Nichola attended with Billie, Tracy, and Greg. Gertie expresses her desire to join them next time and practice dance moves together.",1
"Rebecca ate a candy and found it nice, Abigile suggested some restaurants for her to try and invited her to join him.",1
"Liz confirms the time and location of the meeting, which is at 9 am in suite 103.",1
"Mrs. Johnson suggests moving funds from the project's later phase to the current phase to make the initial phase seem cheaper, which Mr. McKinnley agrees to ponder upon.",1
Matt and Robert will meet on Monday at 7PM. Matt will pick Robert up. They will have a dinner together. ,0
"Gabi got a job in Seoul but is worried about housing due to the high cost and potential safety concerns. Herra suggests renting a studio room or a lodging with other flat mates, but Gabi is hesitant due to",1
"Jeff got the book ""The Essays of Sontag"" from the library, but it was always borrowed, and now everyone has it on their curriculum. Marina thinks it's been available since the 1980s, and",1
"Leona is feeling bored and asks Otto about the last movie he saw, which was Predator. Otto responds by saying he watched it on his laptop and sends her the link.",1
"Julio is looking for his recipe for overnight breakfast casserole. Polly does not have it, but she thinks Julio should look for one on the Internet. He prefers to find the other one as it had a special ingredient.",0
Trey helped his brother make an RC car last night and is willing to help Lyric make one too.,1
Meg wishes Terry a happy birthday with multiple exclamation marks.,1
Thomas is going home tonight. Mary doesn't know when she's going as her only day off is on 25th.,0
Isaiah has undergone an appendix removal surgery. He's in hospital now. Anthony will visit him.,0
Kim and Mat are going to the new restaurant tonight. They are meeting at 5.30.,0
"James and Lily are talking about their current locations, with James in Berlin and Lily expressing her enjoyment of the city. They also discuss Lily's palm, with James assuring her that he is taking care of it and Lily expressing gratitude",1
"Lawrence will visit Papa tonight after jogging before seven, Papa will prepare something to eat. Papa's leaving on Wednesday, so he'll go with Lawrence and Pat for a brunch at Schlosscafe at 12 on Sunday. Lawrence will call Pat.",0
"Macy asked Dakota to look into the prices of renting rooms and compare them to Canada, which Macy also considered as an option, but found expensive.",1
Daniel is late for a meeting with Rose. She has already arrived and got a table for them. Daniel will try something new to him in the restaurant as they do not serve his favorite ramen now.,0
Mitchel needs to send Pansy his home address to book the flight.,0
Agnes wants to throw a baby shower for Ursula and suggests designer clothes as a gift. Alice opts for more practical gifts so Kathy suggests a compromise. Agnes thinks her suggestion is better. Agnes removed Alice from the conversation. Kathy thinks it was mean but wants to move on. ,0
Amy asked if someone could take care of Peter for a couple of hours because she had to leave work urgently on a Saturday and Jennifer was unable to help but Lisa offered to take care of him.,1
"Konrad's brother used to play Fortnite but now they are into League of Legends, which is a very popular game. Konrad asks Tom if he can send him a message when he arrives at the hotel Olimpia tomorrow at",1
Jimmy is going to take medication for a month to cure his acute gastritis.,0
"Jeff, Ann, Corina, and Maria are going to hike tomorrow. Jeff reminds everyone to take good shoes, because they are going to walk over 20 km. Jeff, Ann, Corina, and Maria will take a bus on the way back at 5 PM.",0
"Mila invites her friends to go to Menchies with her, but they are not interested because they already ate there recently. Mila gets mad and decides to go by herself.",1
Lucas Sally is sending Katherine Dome the formal invitation to participate in a project organized by his company. She's available 30 hours weekly and she can meet for a short interview this week. ,0
Jason's flight was tiring but cool. Jason wishes he had taken his pullover because it's cold at the east cost. Mum wants Jason to send lots od pics including the shoffey band. Jason will visit the Liberty Statue tomorrow.,0
"Catherine is bored and asks Stefan for help, and Stefan agrees to hang out with her.",1
"Caden asked Muhammad to buy him a bunch of grapes and promised to pay him back, and Muhammad agreed.",1
Katia sent €290 this morning.,0
The bus timetable has changed. The prices will go up next month.,0
James' girlfriend is creative and made him put the trash bin near the window outside so she doesn't have to go outside to take out garbage.,1
"Peter tells Jimmy that he saw Maria briefly in the main corridor and that she is likely to be in the office until late hours because of a deadline, which Jimmy is grateful for.",1
"Maddie, Gabriel, Nina and Tash are going to the club this weekend. Tolpuddle 5 are playing during the event.",0
Dad paul and Mum Hadija are going to talk to their children about dating.,0
Linda is making a burrito for a romantic evening and Ronnie is buying beer to go with it.,1
"Diana and Tom went for a trip to Italy. She saw Pisa and Florence but found them too touristy. They went also to Arezzo and Siena, but what she liked most were the little villages. Tom rented a car and they drove around. They went to Chianti. Diana and Tom will come to Margaret for dinner on Monday.",0
"Noah, Jack, Emily, Harry, Olivia, George and Kelly has worked together as a team and it was succesful.",0
"Donna and Brenda discuss whether or not Brenda should tell Luke that she is pregnant, with Donna encouraging her to do so but Brenda being hesitant and unsure.",1
Anna's aunt Rosie wrote to her that  she's coming back home from Austria in a week and that she's getting married. ,0
"Kate is in Santo Domingo, the Dominican Republic. She sent a photo with her injured legs to Tim, Jim and Simone. She was attacked by people with a broken bottle who asked for money. She ran and she fell down.",0
There is a new computer game in which you live the life of a slice of bread. Liam and Matt can't believe it's true.,0
"Jill and Jo are planning to meet tomorrow morning, Caren will let them know if she can.",0
"Branden is frustrated with a slot game because he keeps losing and Suki suggests he needs a better strategy, but Branden is not willing to change his ways. Suki also suggests he try other slot machines, but Branden is stubborn and",1
"Kate and Jake don't have enough space for Jake's new purchase, so Kate wants him to return it immediately.",0
"Mary, Ann and their partners will spend the weekend together hiking.",0
Clark and Louise are discussing John Cage's music and a tribute gig happening on Saturday. Louise is excited to attend and has already purchased a ticket. Clark is happy to hear that and they both express their enthusiasm for the event.,1
Eric is happy about the French who accepted the offer. Ian is enthusiastic but Adrian isn't. Grace is looking forward to meeting him but Gabriella isn't sure about it.,0
The group is excited to play Super Mario Party and are eager to start.,1
Bucky and Jay discuss their favorite characters in Injustice 2 and plan to play together tomorrow when Jay is free.,1
"Rhys and Victoria discuss the arrival of holidaymakers, the key, and various household issues. Victoria asks Rhys to put out cat food and bowls for Oscar, who has been spotted in her garden. Rhys agrees to do it, and",1
"Sharon is excitedly waiting for her new kettle to arrive, as she has been without one for a month and is experiencing tea withdrawal.",1
Sebastian would like to learn to make wine at home and would like to ask his dad to teach him. Stanley would too but reminds Sebastian that a lot of work is involved.  ,0
"The group discussed their thoughts on the movie Infinity War, with Andy and Derek expressing positive opinions and agreeing that it was fantastic, while Jim asked if they had watched it already.",1
"Pam is looking for her hairdryer and finds out that it has broken down. Lisa suggests bringing it to Chris to get it fixed, but Pam is upset and frustrated.",1
"Amber and Sydney plan to meet for a coffee tomorrow after work, while Bill is flying to Belarus to visit Natalia's family for Christmas. The reason for the flight through Prague is that it was cheaper. Bill returns in January",1
Keith informs Tom that he plans to visit his parents in York for two days and will not be available during that time. Tom agrees that it is okay for Keith to go and assures him that he can be reached by phone. Keith mentions,1
"Rebeca is currently in Bangkok and is enjoying her time there, describing it as a paradise. Amanda is envious and agrees that it is a fascinating city. Thomas confirms Rebeca's happiness.",1
Carol hasn't read the new book by King as his stories scare her. Ellen encourages Carol to read one of them until Carol promises to do so.,0
Niidia is impatiently waiting for the quiz results. ,0
"Randy and Natalie discover their parents' bedroom in a mess, with Sally and Molly having played in the mud and gotten it dirty. Natalie is worried about their mother's reaction and tells Randy to start cleaning it up, while she",1
"Monika and Keith reconnect on Facebook and reminisce about their children's friendship in school, including an incident where Sophie punched Keith's son in the face. They also discuss Sophie's current whereabouts and the circumstances surrounding",1
"Wojtek and his family are going on a holiday to Eritrea in April, but they can only travel there through a local travel agency due to strict control and special permission requirements, making the trip expensive.",1
"Brisa cannot install Windows on her PC. Ean cannot help her right now, but he is sending his older brother to her house. ",0
Peter will borrow Hugh's car.,0
"Joanna doesn't feel well. Simona feels ok. Jo called Sue at 1pm, but she didn't pick up. She will call her.",0
"Thomas and Neil discuss their preferences for alcohol, with Thomas favoring tequilla and Neil preferring vodka. Thomas argues that tequilla can be consumed warm and lemon can be eaten instead of an unhealthy beverage, while Neil",1
"It's Christmas in three weeks and Ben doesn't have any presents. Sam had a secret santa lottery in his family and he got his mother in law, so he will ask Betty to take care of it.",0
"Joe and Kelly discuss their recent promotions and relationships. Kelly shares that her ex-boyfriend was not the right person for her, while Joe talks about his new relationship with Josie from school, who is now an accountant in London and Rome",1
Judy is asking about the date of a concert and Ben confirms that he will be attending.,1
"Bernie invites Chris and Marty over to his house while his wife is out of town. Chris is hesitant at first, but eventually agrees to come over. Bernie is excited about the prospect of having the house to himself, while Chris is",1
Parker has had a new printer for 2 weeks now. The printer is working well.,0
"Seth is having issues with his PC and is seeking help from Rory and Albert. They ask if the PC turns on and makes a BEEP sound, and then discuss possible problems with the memory. They suggest reseating the memory sticks and",1
"Natasha, Joseph, and Hilda are discussing Natasha's mother's upcoming birthday. They are struggling to come up with a gift idea, as her mother already has everything. Natasha suggests giving her an experience, such as a trip",1
Sixx and Lucy are discussing a new deli-style cafe on Sandy Park Road. They agree it's medium hippy and Lucy mentions avocado and bearded blokes. They plan to go there at 4ish.,1
Nina and Paula plan to meet tomorrow at 9 pm and Nina promises to bring a lot of dishes for Paula.,1
Lily was supposed to be picked up and she had to wait two hours. He didn't turn up though because his bike was punctured. She was trying to call him but he left his phone at home. Now he's saying sorry to Lilly. ,0
"Telma missed the recipe for pumpkin pie on Saturday's show and asked Barney for help. Barney caught the recipe and made it, but thought it needed more spices. He sent the recipe to Telma, but realized he forgot",1
"Dan is waiting for Karolina, who is on her way but is running late, and Karolina apologizes for being late.",1
Everyone wishes Ian a safe flight and urges him to have coffee before his 4 am departure.,1
Eve and Carla are planning to go see the new HP film together on Saturday at 16:50. Alice is unable to join them as she is going to a wedding.,1
Anna is 20 min late. Nina will wait.,0
Connor is looking for a playlist from the Berlin concert. Kyle directs him to the band's official Twitter account.,0
"Lene's little baby is growing and is the size of a cherry now. She's feeling very emotional, but had no morning sickness. Katrina's baby shower takes place tomorrow and Lene won't be able to go as she has seminars all day. Neither can Marlena as she has lots of deadlines to finish. ",0
"Rosie doesn't feel she's ready for the exam, but she can't study anymore. She'll go to bed and rest. ",0
"Graham recommends a stand-up comedy special to Hank, who is hesitant but agrees to watch it and provide feedback.",1
Julia doesn't respond on messanger. Caroline gives Jane Julia's phone number.,0
Chris is not joining Marty and Bernie. They are thinking about inviting Rocket.,0
"The group is discussing the arrival time of their flight to Pisa, which is around 11PM local time, and how the one-hour time difference between Portugal and Austria affects the flight duration.",1
Joanna is asking her mom Sandy if she can sleep at Jenny's place after the BTS concert. Sandy does not know about the concert but Joanna believes that she told her about that. Sandy is upset and thinks that Joanna is lying. Sandy will call Jenny's parents and will let Joanna know later. ,0
"Matt invites Agnes for a date to get to know each other better. They'll go to the Georgian restaurant in Kazimierz on Saturday at 6 pm, and he'll pick her up on the way to the place.",0
They gossip about the Royals. They have a preference for Harry and Meg over William and Kate.,0
"Sharol is going to go to the beach with Emma, anna, emily, wendy and kate. Sharol is afraid that wendy doesn't like her.",0
Sophie and Mona discussed Lora's outfit and Mona found it amusing while Sophie thought it was terrible and wanted someone to tell her. Mona refused to be the one to do it.,1
John has to help his dad fixing a roof in the morning. Charlie will pick him up to go surfing at 14:00 tomorrow. John wants to buy Charlie's board but needs to try it out first. Charlie's boss has been annoying lately. John works with his dad. ,0
"It's been over a month and Sasha still hasn't read the book she got from Rosemary, The Brain. Rosemary needs the book tomorrow but Sasha is working late tonight and won't be able to bring it over. Rosemary will get it from her tomorrow morning.",0
Anthony forgot to come to the party last night.,0
Ben's mother celebrates her birthday today. Chris will buy her green tea with chocolate flavour. Chris will come over at 8.,0
"Catherine reassures Ray that he will do well on his exam and if he doesn't, he can take it again. Ray is worried about failing and is frustrated that he needs to retake the exam. Catherine compares Ray to her grandmother,",1
"Steven and Greg are basketball fans. Their team's coach, Magic, is considering trading Lonzo, Kuzma, and Zubac for Davis. It might be a good addition to the team along LeBron.",0
Martha probably suffers from Hashimoto disease. She has to run some blood tests to confirm the diagnosis.,0
Ian is upset with Maria because she refused his proposal to marry him in order to preserve his rights in Italy after Brexit. He believes she is panicked and feels like a second class citizen because she was born in Romania. Oliver reassures him,1
"Emma is going to watch ""Outlander"" again tomorrow because she loves it.",0
"Conrad explains to Joanna that football is exciting because it involves two opposing teams trying to score a goal, and the tactics and finesse used by the players are what make it interesting, not just the score. Joanna disagrees, stating",1
Lorry is running 10 minutes late and will meet Tony and Tereza in the main car park.,1
"Peter is lending Todd his sleeping bag for the weekend, and they are meeting up at Peter's house at 8 PM on Saturday.",1
Ben is hungry and doesn't want to eat his roommate's food. Ben and Donna will meet for Thai food. She will text him the whereabouts.,0
Rayburn is organizing scrabble night tomorrow. The winner gets big bottle of alcohol. ,0
"Walter asks Jacqui for ideas for Bab's birthday and Jacqui suggests getting her a silk blouse, chocolates, champagne, and jewellery, while Walter thinks of getting her a new steam mop and super du",1
Matthew Spencer asks Johnathan O'Neil if his company sells Hp Envy 15x360 laptops. Johnathan O'Neil denies.,0
"Michael and Jane are discussing the latest episode of Supernatural, which they both enjoyed. Michael is glad that the focus is back on the boys and less on the mother, while Jane feels that they should have only brought her back for one season. They",1
Ilya is on his way to the office and asks Brett to send him an agenda for the day. Brett informs Ilya that Caitlyn is not yet available and that they have a conference call with the Generosity Foundation,1
"The neighbours of Eve and Cara want to move to New Zealand next year due to global warming and rising sea levels, but they will have to go through a humiliating process to be accepted and will be presented as champions of human rights",1
Harry is excited about watching episode 2 of a show and tells David and Greg that he has just watched a scene with a dog that he found funny.,1
"Hersala found a box with Pacifica's name and address on it and detached the sticker before throwing it away, but Pacifica is concerned about the privacy and potential misuse of the information.",1
"Kurt informs Feiy that he has a deadline set for the 4th and will not be able to work on the December email and blog posts until then, but they will collaborate on the social media.",1
"Clare has a new cockerpoo called Lola, it's ten weeks old and hasn't had all the shots yet. Ellie has a grown up cockapoo. Helen has a St. Bernard called Graham.",0
"Libbie seeks help understanding chemistry reactions, and Jean offers assistance, explaining that chemistry is simple for him.",1
"Donna and Brenda are discussing a panel they attended, and Brenda expresses her dissatisfaction with the panelists who were Russian and spoke English poorly. Liam finds it funny, but Donna acknowledges that while the subject of the",1
Carola informs Jay and Kyle about a mandatory meeting in Aspen 349 at 9pm. Jay expresses concern while Kyle hopes it's not trouble.,1
Luca was in the hospital last week and he is alright now. He had a fight with his ex friend.,0
"Jason provided his password ""ScOOter42"" to help Wayne access the company shared folder.",1
Jess was unable to download Stefanie's video and kept receiving error messages. Stefanie sent the video again and suggested attaching it directly from email or uploading it again.,1
"Hal asked Sergio to open his house and put the heater on while he is away on holidays. Sergio agreed and offered to help. However, when Sergio went to Hal's place, he found that the boiler didn't",1
Henry and Lily are discussing a plan to invite William to join them on a trip to Riehen next week. Henry thinks it would be a good deed and Lily agrees. They plan to pick him up in their cars and have a meal together,1
"Lucy's pregnant. Lucy is feeling nauseous all the time and can't stand up. According to John, there's nothing that can be done about it. The condition may last a week or the entire pregnancy. ",0
"Nailah invites Jed to play badminton with them at 6 PM, and Jed agrees.",1
"The group is discussing the struggles of a friend who is in a relationship with someone who has commitment issues, and they are encouraging her to seek help from a therapist.",1
Pat and Lucy will meet at 5.25 for the bus. Laura likes Pat's outfit and will show hers later on. ,0
"The group is discussing the new Italian Netflix series ""Baby"" and Olivia is excited to watch it. Victoria has already seen three episodes and is eager to see more. Susan wishes she had Netflix.",1
"Fiona explains the details of the Black Friday sale, which offers discounts of 20%, 40%, and 70% on the first three items purchased, with the least expensive items being discounted the most. If more than",1
Jed and Nailah are going to meet at 6 pm today to play badminton.,0
"Joe asks Angel to take his watches to be repaired and gives her the receipt. Angel agrees to do it as a gift, and Joe offers to pay her back or use their joint account.",1
"Frank recommends the new dontnod game to Hank, stating that it is even better than Life is Strange, and Hank becomes excited to play it.",1
Ridley and Steven are tired because of last night.,0
"Sylvia is purchasing infant shoes size 6 from Gap, which are available, and she will collect them either tomorrow at 8 am or Saturday morning. Alana is delivering the shoes and is available tomorrow at 8 pm in BS6",1
"Betty, who has been busy with a new job, contacts Joan to inquire about reliable movers for her recent house move. Joan responds by promising to send the details of a reliable moving company and Betty expresses her gratitude.",1
Victor and Diego will come to Mohamed for dinner. He's cooking some Lebanese food.,0
Mike is not at home and will be back at around 8 pm. Noah needs his car.,1
Tim is waiting for Martha outside her house. She is going to be there in 5 minutes.,0
Adrien has binge watched the Crown. Max finds it boring.,0
Jeremy can't log into his work account today. John recommended him to call the helpdesk.,0
"Nora, Zoey, and Mila engage in a playful gif war.",1
"Michelle is having a frustrating time finding a house she likes and feels pressured to make a quick decision. Laura and Kelly offer their opinions, while John and Gina offer words of encouragement. Michelle receives an offer from Isabella, but",1
Vesna and Ost share their current temperatures and express their love for each other.,1
"Terry, Matt and Kai are going to land in Pisa at about 11 pm. There is one hour difference between Portugal and Austria.",0
"Diana is mad, because she has changed her maiden name and the university demanded a marriage certificate to confirm that; Diana and Meg are discussing that it is not right that they need the information why a maiden name was changed; Diana is not going to give them the marriage ceritifcate.",0
Theresa's grandmother is not in the best shape. Theresa needs to stay with her and won't meet Dylan at a preestablished time.,0
"Adam is having an issue with the USB port on his Samsung Galaxy smartphone, and Nick suggests trying an induction charger to fix the problem.",1
Fred's car is broken badly. Julius will see Fred at his place at 8 tonight to cheer him up.,0
"Peter expresses interest in seeing Dorothy, but she is not interested in meeting him at 11 p.m. and tells him off.",1
"Alba and Drew moved to a different café called El Pino, which is 50 meters away from the previous one, and informed Dani about the change.",1
James is thinking about getting a new console and asks for Brian's opinion and advice on PS4 and Xbox One. PlayStation have better and more varied exclusive games. ,0
"Hannah and Sylvia are discussing Arbonne cosmetics, with Hannah expressing her interest in the brand and Sylvia sharing her preference for physically trying out products before purchasing them, specifically at Rossmann.",1
"Sarah and Larry discuss their love for the TV show ""The Chase,"" with a particular fondness for Bradley Walsh. They also mention Sarah's interest in Ann Hegarty's upcoming appearance on ""I'm a Celebr",1
"Nick collects swords, which he prefers to guns. ",0
"Marty invites Chris and Bernie to a party, and Chris expresses regret for not being able to attend, while Bernie suggests inviting Rocket to the party.",1
Sven will pick a Disney movie at the end of this semester.,0
"Ben, Bill and Dominic want to quit together at the same time. They won't tell her until the last day, because they don't trust her.",0
Betty feels remorse she got drunk last night and went out of control.,0
Helen will come to Sarah at 2:30 today to see the puppies.,0
Sid apologizes and assures Cam that he will pay him back this week.,1
Sadie wished Samantha a happy birthday and Samantha thanked her with a heart emoji.,1
"Jen and Lea discuss shopping plans for the future, but Lea cannot go shopping the next day due to classes and reading assignments. Jen offers to help Lea with shopping before Christmas.",1
Chay and Shantelle will skip Muse's concert in Bristol next June.,0
"Kate is asking Tim if he has seen Chris, and Tim is saying no, he doesn't know where he is. Kate tells Tim that Chris texted her saying he was heading home, and Tim says he will ask around. Later, Tim",1
"Martha's parents went to a party and will be out all night so Martha's alone today. Martha, Agatha and Susan will meet for an HP marathon at Martha's house. The girls will buy alcohol and order a pizza. ",0
"Morgan cannot change plans for the weekend, Louise is excited about the reunion but Noel is being mean, Miranda scolds them both, and Louise reveals that John Arron and Anna Kindle will not be attending the reunion.",1
Sara and Greg are meeting outside in 5 minutes.,0
"Mary-Jane feels that none of her sexual partners has understood her fantasies. Peter asks her about those fantasies, as he feels he could relate to the feeling. Mary-Jane would rather keep the specifics to herself.",0
"Tina tells Derek that it is his turn to do the dishes, but Derek responds by saying that he already did them the previous day and that washing one spoon does not constitute doing the dishes, to which Tina replies by",1
Jocelyn wants to change her hair style but not cut her hair too short. She will show her hairdresser a picture Riley sent her.,0
"Helen has this week off work. She plans to cook Tagine, but she doesn't have ingredients. Ralph's coming back at 7 pm.",0
Sam will be at bar Fiasco from 8pm tonight. Blake will join him and Barbara might also come. Samantha forgot her umbrella at Jeff's place and he will return it to her in a week.,0
Anabel gives Malaki advice on applying foundation.,0
"Jason informs Hazel that Marc will be replacing her today, and that he will find a replacement for her on Tuesday if she lets him know. Hazel thanks him and lets him know that she will let him know by tomorrow 3pm.",1
Jill will be late for work. He wants them to tell Paul he will be 15 minutes late. Gina informs that Paul is out of office today. Gina and Ill will meet in the kitchen.,0
"Xenna shares with Helen that she is getting married, and Helen reacts happily, congratulating her.",1
Zack will come in a minute.,0
Ellie suggests that Nora get side-swept bangs or consult her hairdresser for what would look best on her face shape. Nora is unsure about getting bangs due to her round face but decides to try it,1
"Bryce saw ""Infinity Wars"" last week. Cindy has shared some spoilers from the movie with Emma. Emma will let Bryce know by Wednesday whether they will meet on Friday. Emma is going out with her sister shortly.",0
"Rob doesn't want a Christmas banner on the main page, but according to Caron, he will talk different next year when he has a baby.",0
Kevin and Kasper are discussing transportation options and decide to use Taxify instead of Uber because it is cheaper. Kevin offers to pick up Kasper soon.,1
The group is discussing the film 'Cast Away' and Tom Hanks' performance in it. They admire his physical transformation and acting skills. Arnold mentions that he also likes Tom Hanks and that he got a Polish Fiat 1,1
"Linda expresses her doubts about finishing the project by January, Joan and John agree it's impossible, Linda talks about her family and the importance of not neglecting them, Heather agrees with Linda, and they all schedule a meeting to discuss the",1
Jeremy and his group are taking a break from biking and exploring the beautiful scenery in Costa Smeralda. They have slowed down due to the beauty of the area and because Julia was sick. They plan to take a ferry from,1
Sasha has not finished reading the book borrowed from Rosemary and cannot return it tomorrow as he has to be at the office late. Rosemary has no choice but to go and get her book tomorrow morning. She tells Sasha that next time,1
Laura and Kate discuss their missed opportunities and Kate's disappointment in not getting accepted into a school exchange program in the USA. They also talk about Lennart's decision not to accept a basketball scholarship to the USA.,1
Fai is going to the skatepark tomorrow at 10:00 AM and will stay until lunch time. Larry plans to meet him there and they might make some videos for their clip. Fai remembers to use the sponsor,1
"Ted is happy with his new job and finds analytics interesting, while Roberta is considering changing her job.",1
"Jimmy informs Juliette that she has acute gastritis, which is not cancer, and can be cured with a few tablets for a month. Juliette is relieved and expresses her love for Jimmy.",1
"Ben is going to the cinema with Poppy to watch ""The Nutcracker and the Four Realms"" and everyone wishes them a nice day.",1
Cohen has just woken up.,0
Matt finds all the latest Avengers 4 theories fun but Yuri and Jack reckon it's a waste of time.,0
Mike doesn't mind Tommy joining in on the dinner and film. Harry will let Mike know if Tommy comes.,0
Candy and Thea are discussing Thea's honeymoon. Thea has just arrived and is still recovering from the flight. They talk about jet lag and Thea's plans to explore the neighborhood. Thea mentions,1
"Macca is excited to try ice climbing for the first time near Reykjavik, Iceland. He is not afraid and enjoyed the experience, finding it to be a rush and the landscapes to be magnificent.",1
"Victor is asking Teo for any valentine suggestions but Teo has never had anyone. Victor thinks Teo is so gentle by taking care of old ladies. Moreover, Victor thinks that Teo is gay but Teo aggressively disagrees. ",0
Jacob's wife forbids him from seeing Oscar tomorrow.,0
Martha wants to give Ian a book for Laura and also packs some CDs to go with it.,1
"Cristina and Katherine are discussing the film Ben Is Back and how much they enjoyed it. They both agree that the actors, particularly Julia Roberts and Lucas Hedges, gave great performances. They also compare the film to My Beautiful Boy and say that",1
"Eric was on a date. They watched a movie, went to a restaurant and then to his flat. They didn't have sex. Eric will introduce his date to Drew at a party next week, if she agrees to come.",0
Nicki is going to sing the anthem at the game.,0
"The Dean's office has pre-enrolled Mike and the other 11 students in the remaining classes for Thursday morning due to the small number of participants, eliminating the need for them to sign up themselves.",1
"Joanna lists out all the plans for the weekend, including two parties on Friday night, grocery shopping and cleaning on Saturday, and a theatre trip on Sunday. Daniel expresses interest in all the plans and Joanna notes that he remembered everything correctly.",1
Chandler talked to Kate briefly but she still doesn't want to talk to Matt.,0
Tristan will come to a wedding with Carolyn on her request.,0
"Lola accidentally spills soup on her blouse and is upset, but Erica offers to help her find something to wear and Lola thanks her for being an ""angel"".",1
"Coen dislikes his neighborhood because of the loud music, and Rivka suggests that he request them to lower the volume or ask his mother to visit their place.",1
"Mark and Josh are discussing their preferences for French cuisine, with Mark expressing his love for it and Josh admitting that he is not a big fan. Mark suggests that Josh should visit Paris to try the food, and talks about his own experiences",1
Taylor wants to go to a rock concert with Valerie. She agreed to go with Taylor.,0
